"b2","b1","ccf","lag","D","sd.D","x1","x2","num.matches","num.nonmatches","CNMS","S","CMS","data","resID","id.x","id.y","match","span","pred","forest","flagged","bullet"
"Ukn Bullet M-1","Br9 Bullet 1-2",0.135891763495435,152,9.81122984146578,4.26934794205041,175,250,0,16,16,0,0,"data-25-25/unkn49.RData",110,50,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 2-4",0.415272429207998,343,1.46541087096005,1.69803450289939,175,250,2,18,14,2.01690439226377,2,"data-25-25/unkn49.RData",58,38,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br1 Bullet 2-4",0.224180641661778,233,1.80664575877028,2.02468386420335,150,250,5,20,8,4.46167596069399,3,"data-25-25/unkn49.RData",10,2,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 2-5",0.264600800924151,186,1.88708169796249,2.26021695433148,150,250,8,15,7,9.44727820107273,2,"data-25-25/unkn49.RData",35,10,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 1-1",0.264455559596568,195,3.15133809839266,2.78877744878738,125,250,7,14,7,11.9989255630467,3,"data-25-25/unkn49.RData",49,37,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br1 Bullet 1-4",0.194254841399791,150,2.34615567371752,2.23410442345296,125,250,3,17,8,3.13615246096069,2,"data-25-25/unkn49.RData",4,4,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br5 Bullet 1-1",0.304113443742406,366,1.97880525362503,2.15971265351606,150,250,2,25,13,2.48867660798543,2,"data-25-25/unkn49.RData",61,19,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br10 Bullet 2-3",0.183495130843258,100,1.97148342117182,1.96893588026262,125,250,3,17,9,2.33621301545005,2,"data-25-25/unkn49.RData",21,55,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br1 Bullet 1-6",0.38909417605858,110,3.17463159028051,3.34934458937481,100,250,3,17,8,6.60093028907009,1,"data-25-25/unkn49.RData",6,6,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br9 Bullet 1-3",0.362318780895403,382,2.19090972032198,2.51990611560698,125,250,2,19,9,1.22963271867441,1,"data-25-25/unkn49.RData",111,51,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br5 Bullet 2-5",0.317488453089436,156,2.29803126308015,2.44543517207693,125,250,9,9,3,8.97154462651536,4,"data-25-25/unkn49.RData",71,21,26,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br8 Bullet 2-2",0.284806903943769,163,3.8776081926741,3.11957478545595,175,250,1,18,14,3.13303060100698,1,"data-25-25/unkn49.RData",104,44,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 2-1",0.159663383089373,228,2.97497505614702,2.48546532229579,175,250,1,25,17,0.656279917325605,1,"data-25-25/unkn49.RData",55,41,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br7 Bullet 1-2",0.230293176935883,210,2.6279848034771,2.58089478077352,150,250,5,16,13,4.31150258549641,5,"data-25-25/unkn49.RData",86,32,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br8 Bullet 1-4",0.16991274530927,115,3.38536707349564,2.77071084628952,175,250,1,16,12,1.09273782106966,1,"data-25-25/unkn49.RData",100,46,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br5 Bullet 1-4",0.284544068430792,369,2.34859939826085,2.44032279012411,150,250,1,21,12,2.03425053777056,1,"data-25-25/unkn49.RData",64,22,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br7 Bullet 2-5",0.141684111141223,269,7.14369784675182,3.64004379035577,125,250,3,13,6,6.49656803245531,1,"data-25-25/unkn49.RData",95,34,26,FALSE,25,0.00323624595469256,0.01,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br9 Bullet 2-3",0.251646204686471,23,2.16349800241469,3.44499786675821,175,250,1,23,20,0.156076092158433,1,"data-25-25/unkn49.RData",117,50,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br6 Bullet 1-3",0.365451506943754,392,2.04341321879178,2.31917345754002,225,250,1,26,21,1.16627871661062,1,"data-25-25/unkn49.RData",75,27,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br6 Bullet 2-1",0.250202773893573,401,5.42908435643418,3.31387872888579,625,250,4,14,9,8.59106100619275,3,"data-25-25/unkn49.RData",79,28,26,FALSE,25,0.00323624595469256,NA,TRUE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 2-6",0.274489193922179,401,2.13563857301666,2.58309408206986,175,250,2,19,16,2.3930988885599,2,"data-25-25/unkn49.RData",36,11,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br7 Bullet 2-2",0.312666439005704,295,2.44164932485505,2.52927859307641,200,250,4,20,9,3.45082286753462,2,"data-25-25/unkn49.RData",92,31,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br9 Bullet 1-6",0.531283092979709,59,1.64877741452414,2.57430881302153,150,250,5,9,4,8.95681797872104,2,"data-25-25/unkn49.RData",114,54,26,FALSE,25,0.00323624595469256,0.0266666666666667,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br10 Bullet 1-2",0.222149048248561,186,2.34298345710733,2.32754467554599,175,250,5,18,14,4.95596577555172,4,"data-25-25/unkn49.RData",14,56,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br1 Bullet 2-6",0.177857289677991,150,2.31308698729203,2.15862535999808,100,250,4,18,8,4.28999623631822,2,"data-25-25/unkn49.RData",12,4,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br10 Bullet 1-4",0.155470359057502,102,3.13503119958216,3.45809912912455,175,250,5,16,8,2.5045336813869,4,"data-25-25/unkn49.RData",16,58,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br7 Bullet 2-6",0.314632474615852,168,1.63492459497012,2.14738370223858,100,250,6,15,6,3.97579236081428,5,"data-25-25/unkn49.RData",96,35,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br8 Bullet 2-4",0.21917127289136,332,5.38701099493835,3.17385169288541,325,250,1,19,14,4.82836296756719,1,"data-25-25/unkn49.RData",106,46,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br10 Bullet 2-4",0.174826579918189,389,6.72693255044626,3.43298191200397,150,250,2,18,11,3.08020407545146,1,"data-25-25/unkn49.RData",22,56,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 1-2",0.281897942268694,46,2.50786616787409,2.66266307969472,150,250,3,12,7,4.60646895592278,1,"data-25-25/unkn49.RData",26,8,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 1-6",0.320936407706319,85,2.72191130524156,2.88274594499092,100,250,6,11,4,11.5150299056423,2,"data-25-25/unkn49.RData",54,42,26,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br9 Bullet 2-6",0.229587206265381,400,1.84121225637757,1.90669775804255,175,250,4,22,12,2.87117353043607,2,"data-25-25/unkn49.RData",120,53,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 1-6",0.364382056958076,290,3.1559568041717,2.90533680008041,125,250,2,25,18,2.78517139096604,2,"data-25-25/unkn49.RData",30,12,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br5 Bullet 1-6",0.254899065302507,221,2.37678051377399,2.44252961789954,150,250,5,9,4,4.80743164670988,2,"data-25-25/unkn49.RData",66,24,26,FALSE,25,0.00323624595469256,0.0166666666666667,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br10 Bullet 1-6",0.207900921996217,64,2.81768233622197,2.57929181473136,200,250,4,16,8,3.24682565871176,2,"data-25-25/unkn49.RData",18,60,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br7 Bullet 1-1",0.395936088420851,298,3.00242242007312,2.86614672033914,125,250,4,17,7,3.68861114520686,2,"data-25-25/unkn49.RData",85,31,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 2-3",0.240163222480938,206,3.51870976265658,2.89397307415009,150,250,3,16,8,4.68102302114664,1,"data-25-25/unkn49.RData",57,37,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br8 Bullet 1-6",0.295446951382418,34,2.02152527881621,2.19082400535019,125,250,3,14,9,1.2035370404703,2,"data-25-25/unkn49.RData",102,48,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 2-1",0.371591496955555,259,2.45618506195301,2.61090497912288,175,250,5,22,14,5.05944050352601,3,"data-25-25/unkn49.RData",31,12,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br3 Bullet 2-1",0.294823978079791,62,3.26740477601751,2.77906551915604,175,250,3,16,10,4.5860988834619,2,"data-25-25/unkn49.RData",43,17,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br1 Bullet 2-1",0.17342205096433,1,2.80326371159872,2.57104268585842,100,250,0,15,15,0,0,"data-25-25/unkn49.RData",7,5,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 2-4",0.404840644781477,323,1.7187954706215,2.35214679781377,175,250,9,17,9,10.1272496559002,6,"data-25-25/unkn49.RData",34,9,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br5 Bullet 1-3",0.321485498737874,156,2.33396553421707,2.51368572562126,100,250,9,13,5,9.97649820374833,3,"data-25-25/unkn49.RData",63,21,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br5 Bullet 2-4",0.34041353696011,227,2.23434985770524,2.46774171470827,150,250,5,16,9,7.08960281287308,3,"data-25-25/unkn49.RData",70,20,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br3 Bullet 1-5",0.298140237104373,58,2.69815704327882,2.68248183946475,125,250,1,17,15,3.23312727272643,1,"data-25-25/unkn49.RData",41,17,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 1-2",0.423844347824355,347,1.52420071662082,1.6521677938552,125,250,5,23,10,4.21356791714133,3,"data-25-25/unkn49.RData",50,38,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br3 Bullet 1-6",0.388946401127127,236,1.45381778744489,1.92736068980824,125,250,5,17,8,2.10647492648272,3,"data-25-25/unkn49.RData",42,18,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br4 Bullet 2-6",0.216183282955741,310,2.21522812985402,2.20707711535143,200,250,2,21,16,2.67684030305107,1,"data-25-25/unkn49.RData",60,40,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br2 Bullet 2-3",0.293407984444714,395,2.88232625022508,2.46360180168135,125,250,6,16,12,6.32492186841945,4,"data-25-25/unkn49.RData",33,8,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br3 Bullet 2-4",0.261170663719862,204,4.06645597937827,2.95176074808111,125,250,3,15,11,6.36630959459967,2,"data-25-25/unkn49.RData",46,14,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-1","Br3 Bullet 2-3",0.3311091404107,40,1.98181164902673,2.26601520482251,175,250,0,22,22,0,0,"data-25-25/unkn49.RData",45,13,26,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 1-1",0.367701744500156,345,3.81218149761451,3.258564248817,200,175,2,26,14,4.7448321497365,1,"data-25-25/unkn50.RData",13,55,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br5 Bullet 1-6",0.360386986145185,102,5.54745710981769,3.63521883611156,150,175,3,16,11,8.62400818715964,3,"data-25-25/unkn50.RData",66,24,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 2-6",0.291724209502526,401,4.6424848742241,3.3400729204506,100,175,2,23,11,3.752021338629,1,"data-25-25/unkn50.RData",96,35,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br3 Bullet 1-4",0.271573744373172,224,10.1444941003875,5.16931406245667,350,175,5,19,7,6.37295091435214,2,"data-25-25/unkn50.RData",40,16,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 2-2",0.312407490172512,306,6.54434250674679,4.82677094848832,175,175,4,20,11,7.59200120388696,2,"data-25-25/unkn50.RData",56,42,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br6 Bullet 1-2",0.179485821399992,198,6.48727226135591,3.81346088031657,150,175,6,20,13,7.97684677846551,4,"data-25-25/unkn50.RData",74,26,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 1-6",0.381329948363026,165,5.13980518371208,3.06533685251047,100,175,11,19,5,16.4418768790004,4,"data-25-25/unkn50.RData",90,36,27,FALSE,25,0.00323624595469256,0.0233333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 2-6",0.228054582907368,12,6.06870964503594,3.3513145782101,100,175,4,27,12,2.0515581104835,2,"data-25-25/unkn50.RData",12,4,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br2 Bullet 2-3",0.165066947657439,42,5.82058295052315,3.65629101989337,125,175,4,23,11,8.56497225311664,3,"data-25-25/unkn50.RData",33,8,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br6 Bullet 1-1",0.234220055714857,321,8.91168065212519,4.784278034727,175,175,3,23,17,6.26202481568033,3,"data-25-25/unkn50.RData",73,25,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 1-3",0.331107611991303,210,4.64241572067736,3.50869559061435,100,175,2,19,12,4.02976900925005,2,"data-25-25/unkn50.RData",51,39,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 1-1",0.259575192095546,225,5.5355178052985,3.64480149378246,100,175,4,19,9,6.53390937211828,2,"data-25-25/unkn50.RData",1,1,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 2-4",0.167545594611665,24,7.6606763950271,3.73262433436745,100,175,8,18,9,14.8398129030825,6,"data-25-25/unkn50.RData",94,33,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 2-5",0.403541455374242,148,6.44708251233828,4.83273300856778,125,175,2,25,18,5.90948245318362,2,"data-25-25/unkn50.RData",95,34,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br8 Bullet 2-5",0.37059248125923,191,6.07297115477131,4.59002320463167,125,175,3,21,16,5.5437895866371,3,"data-25-25/unkn50.RData",107,47,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br6 Bullet 2-3",0.381519129077901,166,5.25575749325556,4.45352070036832,200,175,6,18,6,12.0728614310404,2,"data-25-25/unkn50.RData",81,30,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 2-1",0.256433519032598,369,5.01601498440864,3.6781545405078,175,175,2,30,12,4.06868896511999,1,"data-25-25/unkn50.RData",55,41,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 2-2",0.204975002059608,263,6.28933492859775,4.26545953369005,175,175,2,23,12,5.86949759799046,2,"data-25-25/unkn50.RData",8,6,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br9 Bullet 1-3",0.254713231285914,240,5.32588835338128,3.712595333819,125,175,2,19,9,3.90099241208555,1,"data-25-25/unkn50.RData",111,51,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br9 Bullet 2-3",0.249308561440117,201,8.33696304764272,4.63768708497022,175,175,0,25,25,0,0,"data-25-25/unkn50.RData",117,50,27,FALSE,25,0.00323624595469256,0.00666666666666667,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br3 Bullet 2-5",0.289610533349683,201,7.96347102372935,4.69383118596188,175,175,2,21,13,1.74913450762263,2,"data-25-25/unkn50.RData",47,15,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 2-5",0.366025015252258,210,4.38323787170321,3.47113849381845,125,175,4,25,10,7.9841653889904,2,"data-25-25/unkn50.RData",59,39,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br3 Bullet 1-3",0.283744470247125,54,7.62933783703983,4.21247420379502,150,175,1,26,19,2.25004659000644,1,"data-25-25/unkn50.RData",39,15,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br2 Bullet 1-6",0.234182418412328,401,5.8856335465489,4.09802601829243,125,175,9,23,10,19.4279557543909,6,"data-25-25/unkn50.RData",30,12,27,FALSE,25,0.00323624595469256,0.0233333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 1-5",0.203357802671542,1,6.53069918375754,3.88656149800677,100,175,2,23,11,0.838819056631264,1,"data-25-25/unkn50.RData",5,5,27,FALSE,25,0.00323624595469256,0.0166666666666667,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br6 Bullet 2-1",0.333062851292699,109,5.29105434780056,4.50656794709781,625,175,3,24,12,15.0464686069624,1,"data-25-25/unkn50.RData",79,28,27,FALSE,25,0.00323624595469256,NA,TRUE,"Ukn Bullet M"
"Ukn Bullet M-2","Br5 Bullet 1-2",0.344833520910427,109,5.72629454755229,3.80550932870339,150,175,4,19,6,6.77135493388399,2,"data-25-25/unkn50.RData",62,20,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 1-4",0.219953437446791,14,6.14715610003868,3.42679364166498,125,175,5,24,11,3.75757232106202,2,"data-25-25/unkn50.RData",4,4,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br5 Bullet 2-3",0.389491940700007,151,4.94943685772625,3.31782769052503,150,175,0,20,20,0,0,"data-25-25/unkn50.RData",69,19,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br5 Bullet 2-2",0.281149211683383,102,6.11156423795543,3.70715525370873,125,175,5,16,7,10.9891994499364,2,"data-25-25/unkn50.RData",68,24,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br8 Bullet 1-6",0.318428985874843,132,5.41349559136548,3.3835132235622,125,175,3,25,11,3.20599314621287,2,"data-25-25/unkn50.RData",102,48,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 2-4",0.270096691293683,103,8.1095558007123,4.62567113021599,150,175,3,19,16,7.13938675442758,3,"data-25-25/unkn50.RData",22,56,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br3 Bullet 1-1",0.223933292458334,217,5.31133477576189,3.4169945180051,175,175,2,21,10,1.71266818332793,1,"data-25-25/unkn50.RData",37,13,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br2 Bullet 1-4",0.442267589679446,192,5.50156532017473,4.39344057306714,200,175,5,22,15,8.51541205587099,3,"data-25-25/unkn50.RData",28,10,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 1-3",0.213918106805308,127,7.32028494116896,4.02017472077914,200,175,2,24,12,2.72187368706099,1,"data-25-25/unkn50.RData",87,33,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 1-5",0.172019700207764,1,6.22194161740896,3.51124099481334,200,175,1,23,18,1.92629823119886,1,"data-25-25/unkn50.RData",17,59,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br6 Bullet 1-5",0.278504369748682,68,6.41523133741076,3.72849511814388,125,175,4,19,10,8.97834459622006,2,"data-25-25/unkn50.RData",77,29,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br9 Bullet 1-6",0.228544781570731,313,5.2812834635599,3.76699803123355,150,175,3,25,13,5.69281698206559,2,"data-25-25/unkn50.RData",114,54,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 1-2",0.227629854465455,326,4.50978635464069,2.84485701206722,125,175,6,28,14,9.46653588726771,4,"data-25-25/unkn50.RData",50,38,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 2-6",0.186981346527842,27,7.73254822840128,3.72058064138431,125,175,3,21,8,7.44688039423994,1,"data-25-25/unkn50.RData",24,58,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br3 Bullet 2-4",0.305247103610847,131,6.37220731560106,4.14444996629313,125,175,3,19,8,7.69150917145892,2,"data-25-25/unkn50.RData",46,14,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 1-2",0.192394112534316,395,5.20280536412261,3.77358399898554,150,175,3,26,18,1.67580763964871,2,"data-25-25/unkn50.RData",86,32,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 2-5",0.280624527658512,157,6.55629966634755,3.82080416086313,125,175,6,20,7,11.5896205398748,3,"data-25-25/unkn50.RData",11,3,27,FALSE,25,0.00323624595469256,0.0166666666666667,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br5 Bullet 2-6",0.444806680687506,109,4.99775540524706,3.76088832933635,150,175,3,23,16,7.33541577736209,2,"data-25-25/unkn50.RData",72,22,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 1-4",0.320708012500493,1,6.53827255182381,3.50282804887135,100,175,1,24,15,0.409673282397785,1,"data-25-25/unkn50.RData",52,40,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br4 Bullet 1-6",0.234531304840622,340,6.36916697031228,4.07543516320294,100,175,0,18,18,0,0,"data-25-25/unkn50.RData",54,42,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br3 Bullet 1-2",0.324438419310794,139,5.97069714353684,3.87411498031239,125,175,4,20,9,9.44838529017852,3,"data-25-25/unkn50.RData",38,14,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br6 Bullet 1-3",0.442087589655188,51,4.84315665070458,3.51186267575204,225,175,10,19,10,14.5575850594822,8,"data-25-25/unkn50.RData",75,27,27,TRUE,25,0.00323624595469256,0.65,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br1 Bullet 2-1",0.376478206743099,2,5.302243762966,3.76373190407044,100,175,4,22,14,6.18922720769839,2,"data-25-25/unkn50.RData",7,5,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br7 Bullet 2-3",0.164428071301705,1,7.47981270471193,4.17692355754577,150,175,3,25,15,3.23524631462337,1,"data-25-25/unkn50.RData",93,32,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br9 Bullet 1-2",0.349038606864028,20,14.691551159895,5.46203716026243,175,175,0,19,19,0,0,"data-25-25/unkn50.RData",110,50,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 2-5",0.216323984812888,78,6.1098288020151,3.7550407147955,250,175,5,22,13,6.66001352049804,3,"data-25-25/unkn50.RData",23,57,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br2 Bullet 2-4",0.242294819935332,52,5.84816884493794,3.54483601602579,175,175,7,20,12,8.2738376803677,6,"data-25-25/unkn50.RData",34,9,27,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 1-6",0.245406576344854,397,4.79592485368863,3.77198103294338,200,175,4,25,14,4.40015666586585,3,"data-25-25/unkn50.RData",18,60,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br9 Bullet 2-1",0.232524416950682,317,5.36860973654925,3.86288920986519,175,175,3,23,11,5.66933412740871,2,"data-25-25/unkn50.RData",115,54,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br10 Bullet 2-3",0.287508854461596,331,4.26540623058489,3.16162509847464,125,175,1,27,20,3.48434205499474,1,"data-25-25/unkn50.RData",21,55,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
"Ukn Bullet M-2","Br8 Bullet 1-2",0.300213770043358,317,5.89351603394411,4.3870435642965,125,175,1,27,24,0.253570447389507,1,"data-25-25/unkn50.RData",98,44,27,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet M"
